product_price,product_rating,mrp,company,country,discount_pct,review_count,availability_status,language,writer,format,comic title
899,2.3,1758.0,Marvel,United States,48.0,3,low_stock,English,Hickman Jonathan,paperback,X-Men: Hellfire Gala
1178,0.0,1316.0,Marvel,United States,10.0,0,low_stock,English,Dbg,paperback,World of Reading Avengers Boxed Set
617,0.0,822.0,Marvel,United States,24.0,0,low_stock,English,Berrios Frank,hardcover,Trapped by the Green Goblin! (Marvel: Spider-Man)
522,3.9,699.0,Marvel,United States,25.0,8,low_stock,English,Dk,hardcover,Marvel Avengers The Ultimate Character Guide New Editio...
899,5.0,1949.0,Marvel,United States,53.0,3,low_stock,English,Aaron Jason,paperback,Avengers By Jason Aaron Vol. 9
1999,4.7,4171.0,Marvel,United States,52.0,138,low_stock,English,Harras Bob,paperback,Avengers Epic Collection: Taking A.I.M.
10550,0.0,16416.0,Marvel,United States,35.0,0,low_stock,English,Unknown,hardcover,Star Wars Legends: The Empire Omnibus Vol. 2
299,4.7,850.0,Marvel,United States,38.0,138,low_stock,English,March Julia,hardcover,Marvel Black Panther Wakanda Forever!
383,0.0,550.0,Marvel,United States,30.0,0,low_stock,English,Knox Kelly,hardcover,Marvel Studios Be More Spider-Man
2084,0.0,3499.0,Marvel,United States,40.0,0,low_stock,English,Conway Gerry,paperback,Daredevil Epic Collection: Going Out West
1818,0.0,5499.0,Marvel,United States,66.0,0,low_stock,English,Roussos Eleni,hardcover,Marvel's Captain Marvel: The Art of the Movie
3344,0.0,3800.0,Marvel,United States,12.0,0,low_stock,English,Unknown,hardcover,The Marvel Art Of Marko Djurdjevic
2356,0.0,3275.0,Marvel,United States,28.0,0,low_stock,English,Hudlin Reginald,paperback,Black Panther: The Saga of Shuri & T'Challa
1848,0.0,2399.0,Marvel,United States,22.0,0,low_stock,English,Waid Mark,paperback,Black Widow by Waid & Samnee: The Complete Collection
1828,0.0,3499.0,Marvel,United States,47.0,0,low_stock,English,Haynes Fred,paperback,Iron Man Epic Collection: In The Hands of Evil
2038,0.0,2850.0,Marvel,United States,28.0,0,low_stock,English,Thompson Kelly,paperback,Captain Marvel By Kelly Thompson Vol. 1
7407,0.0,9999.0,Marvel,United States,25.0,0,low_stock,English,Moench Doug,hardcover,Shang-Chi: Master of Kung-Fu Omnibus Vol. 3
1818,0.0,2995.0,Marvel,United States,39.0,0,low_stock,English,Zdarsky Chip,paperback,Spider-Man: Life Story - Extra!
1300,0.0,1625.0,Marvel,United States,20.0,0,low_stock,English,Thompson Kelly,paperback,Jessica Jones: Purple Daughter
7559,0.0,9999.0,Marvel,United States,24.0,0,low_stock,English,Claremont Chris,hardcover,Marvel Universe By Chris Claremont
2226,0.0,3099.0,Marvel,United States,28.0,0,low_stock,English,Stern Roger,paperback,Avengers Epic Collection: Judgment Day
2631,0.0,3699.0,Marvel,United States,28.0,0,low_stock,English,Moench Doug,paperback,Moon Knight Epic Collection: Shadows Of The Moon
7453,0.0,9999.0,Marvel,United States,25.0,0,low_stock,English,Tomlinson John,hardcover,Knights Of Pendragon Omnibus
1279,0.0,2364.0,Marvel,United States,45.0,0,low_stock,English,Pak Greg,paperback,Aero & Sword Master: Origins And Odysseys
1269,0.0,1475.0,Marvel,United States,13.0,0,promotion,English,Ahmed Saladin,paperback,Exiles Vol. 2: The Trial of The Exiles
1773,0.0,2850.0,Marvel,United States,37.0,0,low_stock,English,Coates Ta Nehisi,hardcover,Black Panther Vol. 2: Avengers of the New World
1300,0.0,1625.0,Marvel,United States,20.0,0,low_stock,English,Various Zeb,paperback,Trials Of X Vol. 10
1164,0.0,1299.0,Marvel,United States,10.0,0,low_stock,English,Whitley Jeremy,paperback,The Unstoppable Wasp: Unlimited Vol. 2
2283,0.0,2850.0,Marvel,United States,19.0,0,low_stock,English,Liss David,paperback,Black Panther: The Man Without Fear - The Complete Coll...
7453,0.0,9999.0,Marvel,United States,25.0,0,low_stock,English,Schultz Mark,hardcover,Aliens: The Original Years Omnibus Vol. 3
2890,0.0,5899.0,Marvel,United States,51.0,0,promotion,English,Gillen Kieron,hardcover,Young Avengers by Kieron Gillen & Jamie McKelvie Omnibu...
2550,0.0,3699.0,Marvel,United States,31.0,0,low_stock,English,Nicieza Fabian,paperback,X-Men Epic Collection: Legacies
2576,0.0,3699.0,Marvel,United States,30.0,0,low_stock,English,Percy Benjamin,hardcover,X-Force by Benjamin Percy Vol. 2
1116,0.0,3975.0,Marvel,United States,71.0,0,low_stock,English,Hartley Ned,hardcover,Marvel Museum
6631,0.0,11999.0,Marvel,United States,44.0,0,low_stock,English,Aaron Jason,hardcover,Wolverine & the X-Men by Jason Aaron Omnibus
1279,0.0,1475.0,Marvel,United States,13.0,0,low_stock,English,Duggan Gerry,paperback,X-Men by Gerry Duggan Vol. 1
1277,0.0,1475.0,Marvel,United States,13.0,0,low_stock,English,Slott Dan,paperback,Fantastic Four By Dan Slott Vol. 5: Point Of Origin
8816,0.0,10500.0,Marvel,United States,16.0,0,low_stock,English,Diggle Andy,hardcover,DAREDEVIL: SHADOWLAND OMNIBUS CASSADAY COVER [NEW PRINT...
2363,0.0,3275.0,Marvel,United States,27.0,0,low_stock,English,Lee Stan,paperback,Sgt. Fury Epic Collection: Berlin Breakout
1152,0.0,1299.0,Marvel,United States,11.0,0,low_stock,English,Marvel Comics,paperback,Weirdworld: The Dragonmaster of Klarn
3430,0.0,3937.0,Marvel,United States,12.0,0,low_stock,English,Busiek Kurt,paperback,Thunderbolts Epic Collection: Wanted Dead or Alive
1244,0.0,1499.0,Marvel,United States,17.0,0,low_stock,English,Mackay Jed,paperback,Phases of The Moon Knight
1544,0.0,1899.0,Marvel,United States,18.0,0,low_stock,English,Coates Ta Nehisi,hardcover,Captain America by Ta-Nehisi Coates Vol. 1
2603,0.0,3499.0,Marvel,United States,25.0,0,low_stock,English,Claremont Chris,paperback,"X-men Epic Collection: I, Magneto"
2981,0.0,4887.0,Marvel,United States,39.0,0,low_stock,English,Chichester D.G.,paperback,Daredevil Epic Collection: Into The Fire
2880,0.0,4099.0,Marvel,United States,29.0,0,low_stock,English,Claremont Chris,paperback,New Mutants Epic Collection: Asgardian Wars
1154,0.0,1299.0,Marvel,United States,11.0,0,low_stock,English,Gillen Kieron,paperback,Immortal X-Men by Kieron Gillen Vol. 3
2295,0.0,3100.0,Marvel,United States,25.0,0,low_stock,English,Wolfman Marv,paperback,Tomb Of Dracula: The Complete Collection Vol. 5
1164,0.0,1299.0,Marvel,United States,10.0,0,in_stock,English,Gage Christos,paperback,Mech Strike: Monster Hunters
473,0.0,584.0,Marvel,United States,19.0,0,in_stock,English,Disney Book Group,hardcover,The Incredible Hulk
221,0.0,259.0,Marvel,United States,14.0,0,in_stock,English,Behling Steve,paperback,The Amazing Spider-Man vs. Green Goblin
1613,0.0,2784.0,Marvel,United States,42.0,0,in_stock,English,Brubaker Ed,paperback,Uncanny X-Men: The Rise and Fall of the Shi'ar Empire
3190,0.0,4099.0,Marvel,United States,22.0,0,in_stock,English,Starlin Jim,hardcover,Warlock By Jim Starlin Gallery Edition
950,0.0,1299.0,Marvel,United States,26.0,0,in_stock,English,Thompson Kelly,paperback,Black Widow by Kelly Thompson Vol. 1: The Ties That Bin...
514,0.0,559.0,Marvel,United States,8.0,0,in_stock,English,Angleberger Tom,paperback,Rocket and Groot: Stranded on Planet Strip Mall!
1152,0.0,1299.0,Marvel,United States,11.0,0,promotion,English,Wong Alyssa,paperback,Iron Fist: The Shattered Sword
2901,0.0,3799.0,Marvel,United States,23.0,0,in_stock,English,Tieri Frank,paperback,Wolverine Epic Collection: Law of The Jungle
191,0.0,259.0,Marvel,United States,26.0,0,in_stock,English,Disney Book Group,paperback,Captain America the First Avenger: The Hydra Files
3208,0.0,4250.0,Marvel,United States,24.0,0,in_stock,English,Liefeld Rob,hardcover,Deadpool: Bad/Badder Blood
1295,0.0,1499.0,Marvel,United States,13.0,0,in_stock,English,Pirzada Sabir,paperback,Cult of Carnage: Misery
191,0.0,259.0,Marvel,United States,26.0,0,in_stock,English,Rudnick Elizabeth,paperback,Thor's Revenge
191,0.0,259.0,Marvel,United States,26.0,0,in_stock,English,Rudnick Elizabeth,paperback,From Asgard to Earth
5773,0.0,12572.0,Marvel,United States,54.0,0,in_stock,English,Alixe Pascal,hardcover,Captain America by Rick Remender Omnibus
258,0.0,259.0,Marvel,United States,4.0,0,in_stock,English,Siglain Michael,paperback,Ultimate Spider-Man Great Power
3390,0.0,4799.0,Marvel,United States,29.0,0,in_stock,English,Harrold Jess,hardcover,Marvel Studios' The Marvels: The Art of The Movie
1569,0.0,2613.0,Marvel,United States,39.0,0,in_stock,English,Blas Terry,paperback,Marvel's Voices: Community
448,0.0,999.0,Marvel,United States,55.0,0,in_stock,English,Gerry Duggan Juan Frigeri Bryan Vlenza,paperback,The invincible Iron-Man first issue Comic with fully gl...
630,0.0,1190.0,Marvel,United States,47.0,0,in_stock,English,Point Black Marie Jevins,paperback,X-Man Unlimited 64 Pages | Glossy Look Pages | Point Bl...
2882,0.0,4099.0,Marvel,United States,29.0,0,in_stock,English,Unknown,hardcover,The Marvel Art Of Star Wars
439,0.0,454.0,Marvel,United States,3.0,0,in_stock,English,Rudnick Elizabeth,paperback,Thor Movie Storybook
4203,0.0,4300.0,Marvel,United States,2.0,0,in_stock,English,Wolfman Marv,paperback,Fantastic Four Epic Collection: Four No More
5845,0.0,6450.0,Marvel,United States,9.0,0,in_stock,English,Lee Stan,hardcover,Marvel Masterworks: The Fantastic Four Vol. 3 (Remaster...
753,0.0,908.0,Marvel,United States,17.0,0,in_stock,English,Scott Melanie,paperback,Marvel Can The Hulk Lift a House
2007,0.0,2120.0,Marvel,United States,5.0,0,in_stock,English,Mackay Jed,paperback,Moon Knight Vol. 5: The Last Days of Moon Knight
1152,0.0,1299.0,Marvel,United States,11.0,0,in_stock,English,Seeley Tim,paperback,Age Of X-Man: Apocalypse & The X-Tracts
1660,0.0,3440.0,Marvel,United States,2.0,0,in_stock,English,Gillen Kieron,paperback,Star Wars: Darth Vader Volume 1 - Vader
2356,0.0,4077.0,Marvel,United States,42.0,0,in_stock,English,Aaron Jason,hardcover,Thor By Jason Aaron Vol. 5
2631,0.0,4776.0,Marvel,United States,44.0,0,in_stock,English,Englehart Steve,paperback,Atlantis Attacks: The Complete Collection
2631,0.0,3599.0,Marvel,United States,26.0,0,in_stock,English,Stern Roger,paperback,Spider-Man: The Gauntlet - The Complete Collection Vol....
3320,0.0,3848.0,Marvel,United States,13.0,0,in_stock,English,Thomas Roy,hardcover,The Marvel Vault
2070,0.0,4469.0,Marvel,United States,53.0,0,in_stock,English,Bisson Ed,hardcover,Uncanny X-Men Vol. 1: X-Men Disassembled
2356,0.0,4008.0,Marvel,United States,41.0,0,in_stock,English,Englehart Steve,paperback,Vision & The Scarlet Witch - The Saga Of Wanda And Visi...
1994,4.8,2888.0,Marvel,United States,30.0,6,promotion,English,Camp Deniz,paperback,Ultimates by Deniz Camp Vol. 1: Fix The World
1300,0.0,1625.0,Marvel,United States,20.0,0,in_stock,English,Thompson Kelly,paperback,Jessica Jones: Blind Spot
1152,0.0,1299.0,Marvel,United States,11.0,0,in_stock,English,Gischler Victor,paperback,Spirits of Vengeance: War at The Gates of Hell
1152,0.0,1299.0,Marvel,United States,11.0,0,in_stock,English,Guggenheim Marc,paperback,X-Men Gold Vol. 5: Cruel and Unusual
2629,0.0,4573.0,Marvel,United States,42.0,0,in_stock,English,Marvel Comics,paperback,Luke Cage Epic Collection: The Fire This Time
1164,0.0,1689.0,Marvel,United States,31.0,0,in_stock,English,Abnett Dan,paperback,Groot: Uprooted
709,0.0,799.0,Marvel,United States,11.0,0,in_stock,English,Young Skottie,paperback,Marvel-verse: Rocket & Groot
1390,0.0,1919.0,Marvel,United States,27.0,0,in_stock,English,Barnes Rodney,paperback,Star Wars: Inquisitors
2691,0.0,2869.0,Marvel,United States,6.0,0,in_stock,English,Thompson Kelly,paperback,Black Widow by Kelly Thompson
6296,0.0,6650.0,Marvel,United States,5.0,0,in_stock,English,Lee Stan,hardcover,Marvel Masterworks: The X-Men Vol. 2
6889,0.0,13300.0,Marvel,United States,48.0,0,in_stock,English,Deconnick Kelly Sue,hardcover,Captain Marvel By Kelly Sue Deconnick Omnibus
2629,0.0,3599.0,Marvel,United States,26.0,0,in_stock,English,Simonson Walt,paperback,Acts of Vengeance: Marvel Universe
2943,0.0,4099.0,Marvel,United States,28.0,0,in_stock,English,Unknown,hardcover,The Marvel Art of Joe Quesada - Expanded Edition
2498,0.0,3499.0,Marvel,United States,28.0,0,in_stock,English,Dwyer Kieron,paperback,Captain America Epic Collection: The Bloodstone Hunt
1300,0.0,1625.0,Marvel,United States,20.0,0,in_stock,English,Coates Ta Nehisi,paperback,Captain America by Ta-Nehisi Coates Vol. 3: The Legend ...
1277,0.0,1475.0,Marvel,United States,13.0,0,promotion,English,Coates Ta Nehisi,paperback,Black Panther and the Crew: We are the Streets
755,0.0,950.0,Marvel,United States,20.0,0,in_stock,English,Insight Insight Editions,hardcover,Marvel: The Tiny Book of Scarlet Witch and Vision
1269,0.0,1450.0,Marvel,United States,12.0,0,in_stock,English,Kim Emily,paperback,Spider-Gwen: Shadow Clones
1279,0.0,1475.0,Marvel,United States,13.0,0,in_stock,English,Seeley Tim,paperback,Spider-gwen: Gwenverse
1303,0.0,1873.0,Marvel,United States,30.0,0,in_stock,English,Percy Benjamin,paperback,Reign of X Vol. 7
1152,0.0,1299.0,Marvel,United States,11.0,0,in_stock,English,Rosenberg Matthew,paperback,War Of The Realms: Uncanny X-Men
1330,0.0,1759.0,Marvel,United States,24.0,0,in_stock,English,Ahmed Saladin,paperback,Ms. Marvel by Saladin Ahmed Vol. 2: Stormranger
1304,0.0,1625.0,Marvel,United States,19.0,0,in_stock,English,Unknown,paperback,Marvel Monograph: The Art of Adi Granov
2103,0.0,2850.0,Marvel,United States,26.0,0,in_stock,English,Coates Ta Nehisi,hardcover,Black Panther Vol. 1: A Nation Under Our Feet
1532,0.0,1999.0,Marvel,United States,23.0,0,in_stock,English,Remender Rick,paperback,Captain America: The Saga of Sam Wilson
4164,0.0,5999.0,Marvel,United States,30.0,0,in_stock,English,Moench Doug,hardcover,Marvel Masterworks: Ka-Zar Vol. 4
1164,0.0,1700.0,Marvel,United States,31.0,0,in_stock,English,Lanzing Jackson,paperback,Captain America: Cold War Aftermath
6640,0.0,12500.0,Marvel,United States,46.0,0,in_stock,English,Slott Dan,hardcover,Spider-Verse/Spider-Geddon Omnibus
1279,0.0,1475.0,Marvel,United States,13.0,0,in_stock,English,Wells Zeb,paperback,Reign Of X Vol. 9
1279,0.0,1475.0,Marvel,United States,13.0,0,in_stock,English,Ewing Al,paperback,Reign of X Vol. 6
1267,0.0,2003.0,Marvel,United States,36.0,0,in_stock,English,Howard Tini,paperback,X-Corp by Tini Howard Vol. 1
1586,5.0,2519.0,Marvel,United States,37.0,1,promotion,English,Aaron Jason,paperback,Punisher Vol. 1
1525,0.0,3260.0,Marvel,United States,53.0,0,in_stock,English,Vaughan Brian K,hardcover,Runaways: Pride & Joy Marvel Select Edition
1369,0.0,1599.0,Marvel,United States,14.0,0,in_stock,English,Rowell Rainbow,paperback,Runaways by Rainbow Rowell Vol. 5: Cannon Fodder
1840,0.0,2450.0,Marvel,United States,24.0,0,in_stock,English,Harrold Jess,hardcover,Black Panther: Visions of Wakanda
1558,0.0,2050.0,Marvel,United States,24.0,0,in_stock,English,Mantlo Bill,paperback,Decades: Marvel in the 70s - Legion of Monsters
1525,0.0,2050.0,Marvel,United States,25.0,0,in_stock,English,Cates Donny,paperback,Guardians of the Galaxy by Donny Cates Vol. 2: Faithles...
1279,0.0,1475.0,Marvel,United States,13.0,0,in_stock,English,Grace Sina,paperback,Iceman Vol. 3: Amazing Friends
1369,0.0,1951.0,Marvel,United States,29.0,0,in_stock,English,Orlando Steve,paperback,Spider-Man 2099: Exodus
8218,0.0,10599.0,Marvel,United States,22.0,0,in_stock,English,Bendis Brian Michael,hardcover,Miles Morales: Spider-Man Omnibus Vol. 1
2873,0.0,4099.0,Marvel,United States,29.0,0,in_stock,English,Marvel Comics,paperback,Daredevil Epic Collection: A Woman Called Widow (New Pr...
611,3.0,822.0,Marvel,United States,25.0,2,in_stock,English,Wrecks Billy,hardcover,The Courageous Captain America (Marvel: Captain America...
2791,0.0,4846.0,Marvel,United States,42.0,0,in_stock,English,Forbeck Matt,hardcover,Marvel Multiverse Role-playing Game: The Cataclysm Of K...
1322,0.0,1475.0,Marvel,United States,10.0,0,in_stock,English,Duggan Gerry,paperback,Punisher Kill Krew
6343,0.0,8400.0,Marvel,United States,24.0,0,in_stock,English,Claremont Chris,hardcover,House of M Omnibus Companion
1361,0.0,1599.0,Marvel,United States,14.0,0,in_stock,English,Cantwell Christopher,paperback,Hellcat
1297,0.0,1625.0,Marvel,United States,20.0,0,in_stock,English,Ross Alex,paperback,Marvel
2119,0.0,2901.0,Marvel,United States,26.0,0,in_stock,English,Various,paperback,Marvel Platinum: The Definitive Eternals
1261,0.0,1613.0,Marvel,United States,21.0,0,in_stock,English,Bendis Brian Michael,paperback,Marvel Select Guardians of The Galaxy Team-Up!
1676,0.0,1682.0,Marvel,United States,27.0,0,in_stock,English,Marz Ron,paperback,Silver Surfer Rebirth: Legacy
2833,0.0,3999.0,Marvel,United States,29.0,0,in_stock,English,Marvel Various,paperback,Venom Epic Collection: The Hunger
7407,0.0,9999.0,Marvel,United States,25.0,0,in_stock,English,Goodwin Archie,hardcover,Shang-Chi: Master of Kung-Fu Omnibus Vol. 2
1611,0.0,2084.0,Marvel,United States,22.0,0,in_stock,English,Thompson Kelly,paperback,Captain Marvel Vol. 1: Re-Entry
3390,0.0,4799.0,Marvel,United States,29.0,0,in_stock,English,Harrold Jess,hardcover,Marvel Studios' Ant-Man & The Wasp: Quantumania - The A...
1295,0.0,1475.0,Marvel,United States,12.0,0,in_stock,English,Dematteis J. M.,paperback,Spider-Man: The Lost Hunt
7508,0.0,10250.0,Marvel,United States,26.0,0,in_stock,English,Zahn Timothy,hardcover,Star Wars Legends: The New Republic Omnibus Vol. 1
7453,0.0,9999.0,Marvel,United States,25.0,0,in_stock,English,Nicieza Fabian,hardcover,New Warriors Classic Omnibus Vol. 2
6426,0.0,8199.0,Marvel,United States,21.0,0,in_stock,English,Spencer Nick,hardcover,Captain America By Nick Spencer Omnibus Vol. 1
1563,0.0,2050.0,Marvel,United States,23.0,0,in_stock,English,Slott Dan,paperback,Spider-Man Vol. 1: End of The Spider-Verse
7754,0.0,10250.0,Marvel,United States,24.0,0,in_stock,English,David Peter,hardcover,Wolverine Omnibus Vol. 2
1168,0.0,1350.0,Marvel,United States,13.0,0,in_stock,English,Zdarsky Chip,paperback,Daredevil by Chip Zdarsky Vol. 1: Know Fear
4088,0.0,5999.0,Marvel,United States,31.0,0,in_stock,English,Dematteis J.M.,hardcover,Marvel Masterworks: Captain America Vol. 16
5964,0.0,8199.0,Marvel,United States,27.0,0,in_stock,English,Moench Doug,hardcover,Planet Of The Apes Adventures: The Original Marvel Year...
4387,0.0,5999.0,Marvel,United States,26.0,0,in_stock,English,Lee Stan,hardcover,Amazing Fantasy Omnibus
9704,0.0,12299.0,Marvel,United States,21.0,0,in_stock,English,Simon Joe,hardcover,Timely's Greatest: The Golden Age Simon & Kirby Omnibus
1269,0.0,1475.0,Marvel,United States,13.0,0,in_stock,English,Andrews Kaare,paperback,Amazing Fantasy
231,0.0,299.0,Marvel,United States,22.0,0,in_stock,English,Reynolds Nicole,hardcover,Marvel Who Is Captain Marvel
3413,0.0,3800.0,Marvel,United States,10.0,0,in_stock,English,Marvel Entertainment,hardcover,Marvel Comics Mini-Books
2725,0.0,3599.0,Marvel,United States,24.0,0,in_stock,English,Defalco Tom,paperback,Fantastic Four Epic Collection: Atlantis Rising
1279,0.0,1475.0,Marvel,United States,13.0,0,in_stock,English,Higgins Kyle,paperback,Darkhawk
4039,0.0,4899.0,Marvel,United States,17.0,0,in_stock,English,Marvel Comics,hardcover,Marvel Studios' Shang-chi And The Legend Of The Ten Rin...
2103,4.8,2799.0,Marvel,United States,24.0,19,in_stock,English,Reed Brian,paperback,Captain Marvel: Carol Danvers - The Ms. Marvel Years Vo...
1361,0.0,1599.0,Marvel,United States,14.0,0,in_stock,English,Lanzing Jackson,paperback,Captain America: Sentinel of Liberty Vol. 2 - The Invad...
1164,0.0,1299.0,Marvel,United States,10.0,0,in_stock,English,Lord Phil,paperback,Miles Morales Vol. 6: All Eyes On Me
1164,0.0,1299.0,Marvel,United States,10.0,0,in_stock,English,Pak Greg,paperback,King in Black: Atlantis Attacks
1361,0.0,1599.0,Marvel,United States,14.0,0,in_stock,English,Landy Derek,paperback,WEREWOLF BY NIGHT: UNHOLY ALLIANCE
2566,0.0,3599.0,Marvel,United States,28.0,0,in_stock,English,Blackman W. Haden,paperback,Star Wars Legends Epic Collection: The Empire Vol. 1 (N...
2816,0.0,3999.0,Marvel,United States,29.0,0,in_stock,English,Englehart Steve,paperback,Captain America Epic Collection: The Man Who Sold The U...
3094,0.0,4499.0,Marvel,United States,31.0,0,in_stock,English,Various Ann,paperback,Star Wars Legends Epic Collection: The Original Marvel ...
2880,0.0,5202.0,Marvel,United States,44.0,0,in_stock,English,Thomas Roy,paperback,Avengers Epic Collection: This Beachhead Earth
1298,0.0,1625.0,Marvel,United States,20.0,0,in_stock,English,Spurrier Si,paperback,Trials Of X Vol. 5
5524,0.0,8880.0,Marvel,United States,37.0,0,in_stock,English,Gerber Steve,hardcover,The Defenders Omnibus Vol. 2
924,0.0,975.0,Dc,United States,5.0,0,low_stock,English,Tomasi Peter J.,paperback,Super Sons Volume 3
9235,0.0,11999.0,Dc,United States,23.0,0,low_stock,English,Kirby Jack,hardcover,Fourth World by Jack Kirby Omnibus (New Printing)
1359,0.0,1599.0,Dc,United States,15.0,0,low_stock,English,Taylor Tom,paperback,DCeased: Dead Planet
864,0.0,1099.0,Dc,United States,21.0,0,low_stock,English,Cohen Ivan,paperback,Space Jam: A New Legacy
1816,0.0,2199.0,Dc,United States,17.0,0,low_stock,English,Wein Len,hardcover,DC Universe by Len Wein
2275,0.0,2899.0,Dc,United States,21.0,0,low_stock,English,Buccellato Brian,hardcover,Batman by Francis Manapul and Brian Buccellato: Deluxe ...
1359,0.0,2099.0,Dc,United States,35.0,0,low_stock,English,Iv James Tynion,hardcover,The Joker Vol. 1
1307,0.0,1899.0,Dc,United States,31.0,0,low_stock,English,Carey Mike,paperback,The Dollhouse Family
7715,0.0,9999.0,Dc,United States,22.0,0,low_stock,English,Carey Mike,hardcover,Lucifer Omnibus Volume 2
2009,4.3,2852.0,Dc,United States,29.0,6,low_stock,English,Moore Alan,paperback,V for Vendetta
1307,0.0,1399.0,Dc,United States,6.0,0,low_stock,English,Jones Joelle,paperback,Catwoman Volume 1
2099,0.0,2950.0,Dc,United States,28.0,0,low_stock,English,Buccellato Brian,paperback,Injustice: Gods Among Us Year Five- The Complete Collec...
2314,0.0,2452.0,Dc,United States,5.0,0,low_stock,English,Easton Brandon,hardcover,Mister Miracle: The Source of Freedom
1170,0.0,2428.0,Dc,United States,51.0,0,low_stock,English,Deconnick Kelly Sue,hardcover,Aquaman Volume 3
10930,5.0,12680.0,Dc,United States,13.0,3,low_stock,English,Azzarello Brian,hardcover,100 Bullets Omnibus Volume 1
1785,0.0,2816.0,Dc,United States,36.0,0,low_stock,English,Perez George,paperback,Wonder Woman by George Perez Vol. 6
1230,3.8,1399.0,Dc,United States,12.0,4,low_stock,English,Conway Gerry,paperback,The Suicide Squad Case Files 1
1000,4.3,1036.0,Dc,United States,3.0,8,low_stock,English,Azzarello Brian,paperback,100 Bullets Vol 08
1208,4.4,1299.0,Dc,United States,7.0,7,low_stock,English,Taylor Tom,paperback,Injustice: Gods Among Us Vol. 1
3394,0.0,4799.0,Dc,United States,29.0,0,low_stock,English,Bader Hilary J.,paperback,Batman Beyond: The Animated Series Classics Compendium ...
1369,0.0,1599.0,Dc,United States,14.0,0,low_stock,English,Aaron Jason,paperback,Batman: Joker's Asylum
1525,5.0,2465.0,Dc,United States,38.0,3,low_stock,English,Tamaki Mariko,hardcover,Batman: Detective Comics Vol. 3: Arkham Rising
1035,0.0,1699.0,Dc,United States,39.0,0,promotion,English,Moore Alan,paperback,Saga of the Swamp Thing Book One
7245,0.0,12750.0,Dc,United States,43.0,0,low_stock,English,Gaiman Neil,hardcover,The Sandman Omnibus Vol. 2
917,0.0,1199.0,Dc,United States,23.0,0,low_stock,English,Unknown,hardcover,DC Pride 2021
944,0.0,1199.0,Dc,United States,21.0,0,low_stock,English,Walls Jasmine,paperback,Vixen: NYC Volume Five
1019,0.0,1450.0,Dc,United States,29.0,0,low_stock,English,Russell Mark,paperback,Prez: Setting a Dangerous President
1818,0.0,2450.0,Dc,United States,25.0,0,low_stock,English,Hudlin Reginald,hardcover,Icon vs. Hardware
2735,0.0,3999.0,Dc,United States,31.0,0,low_stock,English,Gaiman Neil,hardcover,The Sandman: The Deluxe Edition Book Three
1719,4.8,2699.0,Dc,United States,36.0,9,low_stock,English,Willingham Bill,hardcover,Jack of Fables: The Deluxe Edition Book One
2889,0.0,4250.0,Dc,United States,32.0,0,low_stock,English,Loeb Jeph,hardcover,Batman: Hush 20th Anniversary Edition
895,0.0,1150.0,Dc,United States,22.0,0,low_stock,English,Lockhart E.,paperback,Whistle: A New Gotham City Hero
1588,0.0,2215.0,Dc,United States,28.0,0,low_stock,English,Ayala Vita,hardcover,Nubia & The Amazons
676,0.0,1134.0,Dc,United States,40.0,0,low_stock,English,Mccann Jesse Leon,paperback,Krypto the Superdog
1906,0.0,2399.0,Dc,United States,20.0,0,low_stock,English,King Tom,hardcover,Batman: Killing Time
1223,4.7,1899.0,Dc,United States,35.0,40,low_stock,English,Deconnick Kelly,paperback,Aquaman Volume 1: Unspoken Water
1531,0.0,1999.0,Dc,United States,23.0,0,low_stock,English,Cooke Darwyn,paperback,Before Watchmen: Minutemen/Silk Spectre
1525,4.7,1999.0,Dc,United States,23.0,13,low_stock,English,Unknown,hardcover,DC Comics: Generations
1610,0.0,2099.0,Dc,United States,23.0,0,low_stock,English,Starlin Jim,paperback,From the DC Vault: Death in the Family: Robin Lives!
1322,0.0,1699.0,Dc,United States,22.0,0,low_stock,English,Williamson Joshua,paperback,Green Arrow vol. 3: Against The Wall
2880,0.0,3999.0,Dc,United States,27.0,0,low_stock,English,Conway Gerry,hardcover,Legion of Super-Heroes: Before the Darkness Vol. 2
1230,5.0,1399.0,Dc,United States,12.0,3,low_stock,English,Axelrod Jadzia,paperback,Hawkgirl: Once Upon a Galaxy
1361,0.0,1599.0,Dc,United States,14.0,0,low_stock,English,Cloonan Becky,paperback,Batgirls Vol. 2
2312,0.0,3199.0,Dc,United States,27.0,0,low_stock,English,Waid Mark,hardcover,Knight Terrors: Terror Titans
1531,0.0,1999.0,Dc,United States,23.0,0,low_stock,English,Unknown,hardcover,Justice League Vol. 2
917,0.0,1199.0,Dc,United States,23.0,0,low_stock,English,Walls Jasmine,paperback,Vixen: NYC Volume Four
1369,0.0,1599.0,Dc,United States,14.0,0,low_stock,English,Moench Doug,hardcover,Batman/Spawn: The Classic Collection
1361,0.0,1599.0,Dc,United States,14.0,0,low_stock,English,Williamson Joshua,paperback,Batman and Robin Vol. 1: Father and Son
723,0.0,1199.0,Dc,United States,39.0,0,low_stock,English,Denise Mina,hardcover,The Girl With The Dragon Tattoo Book 2
1316,0.0,1599.0,Dc,United States,17.0,0,low_stock,English,Vaughan Brian K.,paperback,Y: The Last Man Book Two
1361,0.0,1599.0,Dc,United States,14.0,0,low_stock,English,Cloonan Becky,paperback,Batgirls Vol. 3: Girls to the Front
